,words,ids,urls,messages
323,br,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
324,>,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
325,define,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
326,header,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
327,h,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
328,=,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
329,``,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
330,col1,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
331,'',1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
332,``,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
333,col2,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
334,'',1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
335,``,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
336,col3,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
337,'',1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
338,``,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
339,col4,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
340,'',1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
341,``,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
342,col5,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
343,'',1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
344,<,1804,https://community.tigergraph.com/t/data-loading-issue/633,"Hello we are working on performing analysis on how many records we have in the load csv vs. how many records were loaded in TG. There are instances were the file contains 300k records but TG loads 280k records. However upon reloading the same file again it will load all 300k records. This happens with lot of load jobs but number of records missing would vary. Is this known behavior? Why could be the cause of this behavior? Can someone please help us look into the issue?<br><br>    CREATE LOADING JOB load_test FOR GRAPH social {<br><br>          DEFINE HEADER h = ""col1"" ""col2"" ""col3"" ""col4"" ""col5"";<br>          DEFINE FILENAME f = ""/dummy.csv"";<br><br>          LOAD f TO VERTEX Vertex1 VALUES($""col1"" $""col1"" $""col3"" $""col4"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO VERTEX Vertex2 VALUES($""col5"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br><br>          LOAD f TO EDGE Vertex1_X_Vertex1 VALUES($""col1"" $""col2"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>          LOAD f TO EDGE Vertex1_Y_Vertex2 VALUES($""col1"" $""col5"") USING SEPARATOR="""" HEADER=""true"" EOL=""\n"" QUOTE=""double"";<br>    }"
