,words,messages,ids,urls
893,specify,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
894,vertices:,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
895,```,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
896,curl,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
897,-s,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
898,-X,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
899,POST,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
900,'http://localhost:9000/shortestpath',"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
901,-d,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
902,'{,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
903,"""sources"":[{""type"":""VidUser"",""id"":""2""}],","What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
904,"""targets"":[{""type"":""VidUser"",""id"":""0""},","What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
905,"{""type"":""VidUser"",""id"":""3""}],","What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
906,"""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating","What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
907,>,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
908,5,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
909,and,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
910,date_time,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
911,>,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
912,"1000}],","What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
913,"""maxLength"":4","What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
914,}',"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
915,```,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
916,Also,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
917,looks,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
918,like,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
919,there's,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
920,a,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
921,missing,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
922,quote,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
923,in,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
924,that,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
925,example.,"What about the example right here: https://docs.tigergraph.com/dev/restpp-api/built-in-endpoints#post-shortestpath-graphname-shortest-path-search

Looks like it's using POST data payload to specify vertices:
```
curl -s -X POST 'http://localhost:9000/shortestpath' -d
'{
  ""sources"":[{""type"":""VidUser"",""id"":""2""}],
  ""targets"":[{""type"":""VidUser"",""id"":""0""}, {""type"":""VidUser"",""id"":""3""}],
  ""edgeFilters"":[{""type"":""User_Video"",""condition"":""rating > 5 and date_time > 1000}],
  ""maxLength"":4
}'
```

Also looks like there's a missing quote in that example.",1774,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
926,If,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
927,the,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
928,REST++,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
929,server,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
930,is,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
931,"local,","If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
932,then,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
933,server_ip,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
934,is,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
935,localhost.,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
936,The,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
937,request,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
938,can,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
939,use,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
940,either,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
941,the,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
942,GET,"If the REST++ server is local, then server_ip is localhost. 

The request can use either the GET or POST method. The query parameter values are either included directly in the query string of the HTTP request's URL or supplied using a data payload. The basic format for the parameters as a query string is
param1=value&param2=value&param3=value

If you use data payload, JSON format only support GET. We are developing JSON format to support POST in the next minor release version.",1773,https://community.tigergraph.com/t/how-to-pass-vertex-id-as-a-parameter-via-post/620
